crop,province,year,variable,value_base,value_pdf,ref_source
rice_late_indica,江西,2019,工具材料费,6.67,6.04,pdf_patch:2020.pdf
rice_late_indica,江西,2019,平均出售价格,125.265,119.82,pdf_patch:2020.pdf
rice_late_indica,江西,2019,机械作业费,224.27,205.42,pdf_patch:2020.pdf
rice_late_indica,江西,2019,每亩用工数量,5.43,4.78,pdf_patch:2020.pdf
rice_late_indica,江西,2019,每亩种子用量,1.71,1.7,pdf_patch:2020.pdf
rice_late_indica,江西,2019,雇工工价,134.93,127.16,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,人工成本,410.76,356.07,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,修理维护费,4.7,3.48,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,农家肥费,1.19,0.55,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,固定资产折旧,15.04,3.4,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,家庭用工天数,2.8,2.63,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,家庭用工折价,241.52,227.09,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,工具材料费,6.85,3.81,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,平均出售价格,127.87,134.61,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,排灌费,10.85,9.05,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,每亩用工数量,3.78,3.58,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,每亩种子用量,2.66,1.15,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,燃料动力费,13.13,3.68,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,自营地折租,150.33,139.86,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,雇工天数,0.98,0.95,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,雇工工价,172.7,135.77,pdf_patch:2020.pdf
rice_late_indica,浙江,2019,雇工费用,169.25,128.98,pdf_patch:2020.pdf
rice_late_indica,福建,2019,农家肥费,12.89,3.32,pdf_patch:2020.pdf
rice_late_indica,福建,2019,化肥费,162.26,144.91,pdf_patch:2020.pdf
rice_late_indica,福建,2019,固定资产折旧,15.57,7.8,pdf_patch:2020.pdf
rice_late_indica,福建,2019,土地成本,208.15,199.96,pdf_patch:2020.pdf
rice_late_indica,福建,2019,工具材料费,10.15,9.06,pdf_patch:2020.pdf
rice_late_indica,福建,2019,平均出售价格,150.58499999999998,144.6,pdf_patch:2020.pdf
rice_late_indica,福建,2019,排灌费,5.98,3.86,pdf_patch:2020.pdf
rice_late_indica,福建,2019,每亩化肥折纯用量,25.32,22.7,pdf_patch:2020.pdf
rice_late_indica,福建,2019,每亩化肥用量,25.32,22.7,pdf_patch:2020.pdf
rice_late_indica,福建,2019,每亩种子用量,1.95,0.78,pdf_patch:2020.pdf
rice_late_indica,福建,2019,燃料动力费,8.59,6.72,pdf_patch:2020.pdf
rice_late_indica,福建,2019,种子费,81.73,70.83,pdf_patch:2020.pdf
rice_late_indica,福建,2019,自营地折租,187.33,136.51,pdf_patch:2020.pdf
rice_late_indica,福建,2019,销售费,3.46,2.92,pdf_patch:2020.pdf
rice_late_indica,安徽,2020,主产品产值,1363.08,1314.55,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,产值合计,1372.81,1329.07,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,人工成本,536.67,312.59,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,保险费,32.05,27.86,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,化肥费,168.7,158.41,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,固定资产折旧,10.04,4.44,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,家庭用工天数,5.67,2.62,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,家庭用工折价,508.73,234.75,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,工具材料费,10.01,4.5,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,平均出售价格,151.915,130.82,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,总成本,1359.71,1115.82,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,机械作业费,228.28,194.11,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,每亩用工数量,5.87,3.13,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,燃料动力费,5.77,5.19,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,物质与服务费用,613.62,587.34,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,生产成本,1150.29,899.93,pdf_patch:2021.pdf
rice_late_indica,安徽,2020,自营地折租,174.25,142.79,pdf_patch:2021.pdf
rice_late_indica,江西,2020,人工成本,475.71,408.02,pdf_patch:2021.pdf
rice_late_indica,江西,2020,保险费,0.63,0.1,pdf_patch:2021.pdf
rice_late_indica,江西,2020,化肥费,153.32,139.72,pdf_patch:2021.pdf
rice_late_indica,江西,2020,家庭用工天数,5.24,3.93,pdf_patch:2021.pdf
rice_late_indica,江西,2020,家庭用工折价,469.95,353.07,pdf_patch:2021.pdf
rice_late_indica,江西,2020,工具材料费,6.23,5.41,pdf_patch:2021.pdf
rice_late_indica,江西,2020,平均出售价格,140.855,138.89,pdf_patch:2021.pdf
rice_late_indica,江西,2020,总成本,1182.26,1099.44,pdf_patch:2021.pdf
rice_late_indica,江西,2020,排灌费,15.47,13.47,pdf_patch:2021.pdf
rice_late_indica,江西,2020,机械作业费,229.86,194.53,pdf_patch:2021.pdf
rice_late_indica,江西,2020,每亩用工数量,5.28,4.33,pdf_patch:2021.pdf
rice_late_indica,江西,2020,每亩种子用量,1.86,1.84,pdf_patch:2021.pdf
rice_late_indica,江西,2020,燃料动力费,14.4,2.54,pdf_patch:2021.pdf
rice_late_indica,江西,2020,物质与服务费用,567.83,537.35,pdf_patch:2021.pdf
rice_late_indica,江西,2020,生产成本,1043.54,945.37,pdf_patch:2021.pdf
rice_late_indica,江西,2020,种子费,96.33,72.44,pdf_patch:2021.pdf
rice_late_indica,江西,2020,自营地折租,138.72,137.97,pdf_patch:2021.pdf
rice_late_indica,江西,2020,雇工工价,144.15,137.38,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,人工成本,377.88,346.93,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,修理维护费,3.91,3.48,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,固定资产折旧,15.07,4.69,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,家庭用工天数,2.56,2.21,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,家庭用工折价,229.54,198.75,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,工具材料费,6.83,3.69,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,平均出售价格,139.25,141.22,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,排灌费,9.54,7.6,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,每亩用工数量,3.41,3.24,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,每亩种子用量,2.74,1.11,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,燃料动力费,13.3,2.87,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,自营地折租,151.12,136.41,pdf_patch:2021.pdf
rice_late_indica,浙江,2020,雇工工价,174.52,143.86,pdf_patch:2021.pdf
rice_late_indica,福建,2020,农家肥费,15.22,3.63,pdf_patch:2021.pdf
rice_late_indica,福建,2020,化肥费,159.65,146.15,pdf_patch:2021.pdf
rice_late_indica,福建,2020,固定资产折旧,14.86,8.72,pdf_patch:2021.pdf
rice_late_indica,福建,2020,土地成本,206.08,203.54,pdf_patch:2021.pdf
rice_late_indica,福建,2020,工具材料费,9.48,8.79,pdf_patch:2021.pdf
rice_late_indica,福建,2020,平均出售价格,161.56,153.66,pdf_patch:2021.pdf
rice_late_indica,福建,2020,每亩种子用量,1.96,0.81,pdf_patch:2021.pdf
rice_late_indica,福建,2020,种子费,91.45,75.37,pdf_patch:2021.pdf
rice_late_indica,福建,2020,自营地折租,185.51,139.9,pdf_patch:2021.pdf
rice_late_indica,福建,2022,每亩化肥折纯用量,20.95,19.52,pdf_patch:2023.pdf
rice_mid_indica,安徽,2019,人工成本,655.44,327.19,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,农膜费,7.35,1.06,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,固定资产折旧,18.11,7.64,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,家庭用工天数,7.45,2.68,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,家庭用工折价,643.62,231.15,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,工具材料费,7.91,3.13,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,平均出售价格,123.8,119.29,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,总成本,1231.43,1047.24,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,机械作业费,184.1,165.82,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,每亩农膜用量,0.52,0.07,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,每亩用工数量,7.55,3.31,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,燃料动力费,10.43,9.9,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,生产成本,1070.96,825.51,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,畜力费,8.75,2.09,pdf_patch:2020.pdf
rice_mid_indica,安徽,2019,自营地折租,159.11,150.61,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,人工成本,612.78,325.38,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,修理维护费,4.77,1.26,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,农膜费,1.38,1.18,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,化肥费,199.24,146.7,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,固定资产折旧,9.9,6.37,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,家庭用工天数,6.16,2.18,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,家庭用工折价,531.84,188.57,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,工具材料费,8.58,3.17,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,平均出售价格,131.865,120.83,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,总成本,1404.04,1179.73,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,机械作业费,168.72,138.98,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,每亩农膜用量,0.09,0.08,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,每亩化肥折纯用量,29.83,28.27,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,每亩化肥用量,29.83,28.27,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,每亩用工数量,6.89,3.21,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,每亩种子用量,1.33,0.65,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,燃料动力费,4.49,0.78,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,物质与服务费用,580.55,517.37,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,生产成本,1193.33,842.75,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,种子费,104.03,56.73,pdf_patch:2020.pdf
rice_mid_indica,江苏,2019,自营地折租,198.08,180.28,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,主产品产值,1515.28,1312.09,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,产值合计,1536.37,1333.55,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,人工成本,1090.5,419.09,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,修理维护费,2.72,2.51,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,农家肥费,11.61,9.72,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,农膜费,6.7,5.42,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,固定资产折旧,21.16,7.41,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,土地成本,203.53,170.94,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,家庭用工天数,12.11,4.36,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,家庭用工折价,1045.98,376.62,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,工具材料费,5.5,3.77,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,平均出售价格,134.38,124.03,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,总成本,1703.68,1175.83,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,排灌费,3.84,1.63,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,每亩农膜用量,0.43,0.34,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,每亩用工数量,12.52,4.67,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,生产成本,1500.15,1004.89,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,自营地折租,191.83,154.82,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,雇工天数,0.41,0.31,pdf_patch:2020.pdf
rice_mid_indica,江西,2019,雇工费用,44.52,42.48,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,主产品产值,1604.29,1197.44,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,产值合计,1662.47,1218.42,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,人工成本,941.95,350.65,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,农药费,41.78,11.88,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,土地成本,288.79,166.84,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,家庭用工天数,9.13,3.0,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,家庭用工折价,788.82,259.05,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,工具材料费,9.25,4.44,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,平均出售价格,133.925,110.09,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,总成本,1709.24,931.05,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,每亩用工数量,10.76,3.89,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,每亩种子用量,1.64,0.81,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,物质与服务费用,478.5,413.56,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,生产成本,1420.45,764.21,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,种子费,95.15,85.53,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,自营地折租,284.71,138.07,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,雇工天数,1.63,0.89,pdf_patch:2020.pdf
rice_mid_indica,河南,2019,雇工费用,153.12,91.6,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,人工成本,1086.82,456.22,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,农膜费,2.75,1.07,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,家庭用工天数,12.19,4.07,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,家庭用工折价,1052.54,351.31,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,总成本,1572.98,1187.55,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,每亩农膜用量,0.21,0.08,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,每亩用工数量,12.5,4.8,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,生产成本,1485.49,1038.61,pdf_patch:2020.pdf
rice_mid_indica,湖北,2019,销售费,5.95,1.72,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,主产品产值,1327.93,1309.62,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,主产品产量,528.55,487.45,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,产值合计,1337.64,1317.93,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,人工成本,765.07,525.17,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,保险费,6.87,1.03,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,农膜费,12.41,0.6,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,家庭用工天数,8.53,5.24,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,家庭用工折价,736.56,452.98,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,平均出售价格,129.97500000000002,134.33,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,总成本,1279.83,1248.51,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,每亩农膜用量,0.84,0.05,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,每亩用工数量,8.78,5.71,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,每亩种子用量,0.98,0.73,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,生产成本,1161.51,1010.57,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,畜力费,6.6,0.63,pdf_patch:2020.pdf
rice_mid_indica,福建,2019,种子费,75.82,63.08,pdf_patch:2020.pdf
rice_mid_indica,安徽,2020,主产品产值,1495.5,1301.1,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,产值合计,1536.11,1319.69,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,人工成本,668.93,297.78,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,农膜费,6.91,1.26,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,固定资产折旧,17.61,7.34,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,家庭用工天数,7.26,2.23,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,家庭用工折价,651.55,200.19,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,工具材料费,7.55,3.22,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,平均出售价格,136.505,123.86,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,总成本,1245.94,1020.47,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,机械作业费,175.92,169.59,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,每亩农膜用量,0.49,0.09,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,每亩用工数量,7.38,2.86,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,燃料动力费,10.26,6.64,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,生产成本,1083.29,801.42,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,畜力费,9.53,1.85,pdf_patch:2021.pdf
rice_mid_indica,安徽,2020,自营地折租,161.26,152.13,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,人工成本,629.19,334.25,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,修理维护费,5.73,1.2,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,农膜费,1.79,1.29,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,化肥费,164.47,141.63,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,固定资产折旧,11.41,6.05,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,家庭用工天数,6.49,2.15,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,家庭用工折价,582.79,193.01,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,工具材料费,8.72,3.2,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,平均出售价格,139.445,129.04,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,总成本,1416.94,1174.93,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,机械作业费,175.89,136.34,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,每亩农膜用量,0.12,0.09,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,每亩用工数量,6.92,3.16,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,每亩种子用量,1.32,0.6,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,燃料动力费,7.78,0.82,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,物质与服务费用,559.01,505.4,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,生产成本,1188.2,839.65,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,种子费,106.82,48.93,pdf_patch:2021.pdf
rice_mid_indica,江苏,2020,自营地折租,210.95,185.14,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,主产品产值,1546.43,1276.56,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,产值合计,1569.33,1296.31,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,人工成本,1095.39,428.82,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,农膜费,6.97,5.89,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,固定资产折旧,24.59,10.18,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,土地成本,205.47,182.29,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,家庭用工天数,11.7,4.23,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,家庭用工折价,1050.04,379.73,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,工具材料费,6.32,4.67,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,平均出售价格,138.295,124.64,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,总成本,1736.35,1180.38,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,排灌费,3.37,1.55,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,每亩农膜用量,0.46,0.35,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,每亩用工数量,12.09,4.56,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,生产成本,1530.88,998.09,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,自营地折租,194.21,168.69,pdf_patch:2021.pdf
rice_mid_indica,江西,2020,雇工天数,0.39,0.33,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,主产品产值,1603.03,1252.67,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,产值合计,1659.97,1273.32,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,人工成本,957.06,360.58,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,农药费,41.52,12.86,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,土地成本,303.95,166.73,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,家庭用工天数,8.97,2.59,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,家庭用工折价,804.79,232.5,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,工具材料费,9.03,4.34,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,平均出售价格,139.26,116.79,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,总成本,1750.4,955.25,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,每亩用工数量,10.53,3.61,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,每亩种子用量,1.56,0.83,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,物质与服务费用,489.39,427.94,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,生产成本,1446.45,788.52,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,种子费,100.99,80.73,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,自营地折租,300.14,138.03,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,雇工天数,1.56,1.02,pdf_patch:2021.pdf
rice_mid_indica,河南,2020,雇工费用,152.27,128.07,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,人工成本,1109.28,414.26,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,修理维护费,2.52,2.41,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,农膜费,2.53,0.92,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,家庭用工天数,12.03,3.5,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,家庭用工折价,1080.29,314.11,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,平均出售价格,128.725,129.73,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,总成本,1598.0,1136.03,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,每亩农膜用量,0.19,0.07,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,每亩用工数量,12.28,4.19,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,生产成本,1509.05,993.17,pdf_patch:2021.pdf
rice_mid_indica,湖北,2020,销售费,6.11,0.8,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,主产品产量,524.06,498.78,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,人工成本,791.12,527.82,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,农家肥费,13.19,0.41,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,农膜费,12.03,1.14,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,家庭用工天数,8.51,5.02,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,家庭用工折价,763.76,450.29,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,平均出售价格,140.38,144.52,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,总成本,1306.55,1273.19,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,每亩农膜用量,0.82,0.09,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,每亩用工数量,8.74,5.51,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,每亩种子用量,0.96,0.68,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,生产成本,1187.25,1041.0,pdf_patch:2021.pdf
rice_mid_indica,福建,2020,种子费,77.2,60.57,pdf_patch:2021.pdf
rice_mid_indica,安徽,2022,主产品产值,1336.08,1186.42,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,产值合计,1374.48,1203.97,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,人工成本,674.02,276.62,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,家庭用工折价,669.48,193.08,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,平均出售价格,132.95000000000002,124.54,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,总成本,1312.18,1133.22,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,每亩用工数量,7.06,2.53,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,生产成本,1146.03,905.52,pdf_patch:2023.pdf
rice_mid_indica,安徽,2022,自营地折租,165.92,148.17,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,人工成本,602.16,285.78,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,家庭用工折价,534.63,174.21,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,平均出售价格,140.445,126.85,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,总成本,1476.1,1250.96,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,每亩用工数量,6.13,2.46,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,物质与服务费用,653.48,642.91,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,生产成本,1255.64,928.69,pdf_patch:2023.pdf
rice_mid_indica,江苏,2022,自营地折租,198.46,193.69,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,主产品产值,1584.62,1264.18,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,产值合计,1605.99,1285.15,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,人工成本,1079.54,473.41,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,家庭用工折价,1013.42,410.08,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,平均出售价格,146.27999999999997,129.92,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,总成本,1787.23,1373.75,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,每亩用工数量,11.17,4.69,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,生产成本,1568.57,1148.98,pdf_patch:2023.pdf
rice_mid_indica,江西,2022,雇工费用,66.12,63.34,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,主产品产值,1531.94,1381.08,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,产值合计,1607.15,1385.68,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,人工成本,1107.65,382.15,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,土地成本,332.3,160.46,pdf_patch:2023.pdf
