province,data_year,crop,cash_income,labor_cost,land_cost,main_revenue,material_cost,net_profit,price_yuan_50kg,prod_cost,revenue,total_cost,yield_kg_mu
湖北,2016,玉米,378.94,573.6466,125.83,706.93,327.39,-304.5566,89.48,901.0366,722.31,1026.8666,395.02
湖北,2017,玉米,366.56,587.4762,132.57,688.88,323.73,-340.6262,90.1,911.2062,703.15,1043.7762,382.3
湖北,2018,玉米,344.73,570.26902,127.58,707.1,346.94,-324.14902,93.35,917.20902,720.64,1044.78902,378.74
湖北,2024,玉米,300.11,520.2,151.67,796.73,406.85,-268.3,109.08,927.05,810.42,1078.72,365.2
湖北省,2019,玉米,311.99,487.54,132.47,680.88,357.31,-283.91,95.82,844.85,693.41,977.32,355.3
湖北省,2020,玉米,531.32,497.29,122.83,907.93,361.6,-57.71,120.34,858.89,924.01,981.72,377.23
湖北省,2021,玉米,522.36,510.37,118.86,968.77,369.29,-14.15,130.22,879.66,984.37,998.52,371.98
湖北省,2022,玉米,336.34,520.58,131.49,828.45,421.0,-230.28,142.76,941.58,842.79,1073.07,290.16
湖北省,2023,玉米,763.47,490.56,152.74,1226.91,413.11,185.45,142.33,903.67,1241.86,1056.41,431.01
甘肃,2006,玉米,443.81,297.0,64.77,697.94,299.12,82.78,65.99,596.12,743.67,660.89,528.8
甘肃,2007,玉米,540.86,334.39,84.13,845.84,349.19,126.21,74.37,683.58,893.92,767.71,568.7
甘肃,2008,玉米,564.49,391.96,108.28,907.2,389.74,71.15,75.83,781.7,961.13,889.98,598.2
甘肃,2009,玉米,561.43,405.48,97.28,897.25,371.6,66.06,80.07,777.08,940.42,874.36,560.31
甘肃,2010,玉米,826.65,513.78,103.33,1193.48,410.79,221.55,96.57,924.57,1249.45,1027.9,617.91
甘肃,2011,玉米,952.69,623.43,134.17,1366.94,454.26,211.96,104.27,1077.69,1423.82,1211.86,655.47
甘肃,2012,玉米,1000.69,879.23,146.15,1494.23,524.47,2.39,108.72,1403.7,1552.24,1549.85,687.17
甘肃,2013,玉米,856.18,1051.45,146.71,1367.6,567.99,-314.61,106.34,1619.44,1451.54,1766.15,643.01
甘肃,2014,玉米,915.46,1098.46,188.18,1419.13,557.71,-350.11,114.82,1656.17,1494.24,1844.35,617.99
甘肃,2015,玉米,675.42,1110.23,197.97,1192.68,565.15,-607.45,94.28,1675.38,1265.9,1873.35,632.49
甘肃,2016,玉米,407.35,1130.725,203.24,917.52,548.86,-915.545,84.92,1679.585,967.28,1882.825,540.23
甘肃,2017,玉米,464.0,1077.3308,203.73,965.07,542.95,-811.5508,90.91,1620.2808,1012.46,1824.0108,530.78
甘肃,2018,玉米,705.85,1085.50133,201.7,1231.0,563.07,-573.70133,90.73,1648.57133,1276.57,1850.27133,678.36
甘肃,2024,玉米,753.18,955.68,288.98,1432.54,731.68,-474.99,98.84,1687.36,1501.35,1976.34,724.68
甘肃省,2019,玉米,837.94,1099.95,212.87,1368.54,567.55,-462.89,91.87,1667.5,1417.48,1880.37,744.82
甘肃省,2020,玉米,1203.3,1023.3,204.86,1743.45,574.3,-10.76,118.55,1597.6,1791.7,1802.46,735.32
甘肃省,2021,玉米,1373.03,1042.99,210.92,1934.1,600.88,131.41,130.37,1643.87,1986.2,1854.79,741.75
甘肃省,2022,玉米,1382.12,1036.58,234.74,2008.56,679.46,114.4,138.94,1716.04,2065.18,1950.78,722.84
甘肃省,2023,玉米,1231.01,977.08,270.29,1894.02,717.68,-0.14,136.39,1694.76,1964.91,1965.05,694.36
福建省,2023,玉米,1679.12,636.71,211.73,2964.63,1117.38,1079.84,146.42,1754.09,3045.66,1965.82,1012.36
贵州,2006,玉米,249.78,232.85,40.3,417.31,183.96,-16.96,67.31,416.81,440.15,457.11,310.0
贵州,2007,玉米,345.97,270.28,39.67,536.93,186.97,62.58,75.5,457.25,559.5,496.92,355.6
贵州,2008,玉米,362.44,292.07,42.97,572.62,207.01,52.42,76.88,499.08,594.47,542.05,372.4
贵州,2009,玉米,482.83,343.29,43.62,705.1,210.72,128.56,97.93,554.01,726.19,597.63,360.0
贵州,2010,玉米,603.33,421.81,46.36,835.38,231.21,157.27,116.97,653.02,856.65,699.38,357.09
贵州,2011,玉米,281.02,523.22,62.99,545.43,262.71,-285.02,118.63,785.93,563.9,848.92,229.88
贵州,2012,玉米,660.49,735.37,94.51,972.41,293.42,-128.95,128.95,1028.79,994.35,1123.3,377.06
贵州,2013,玉米,320.59,889.59,100.72,662.16,302.3,-614.14,126.74,1191.89,678.47,1292.61,261.22
贵州,2014,玉米,646.87,962.6,104.75,992.4,307.37,-366.84,131.63,1269.97,1007.88,1374.72,376.96
贵州,2015,玉米,562.66,948.36,111.65,900.17,309.33,-459.09,116.4,1257.69,910.25,1369.34,386.67
贵州,2016,玉米,496.79,949.4266,117.43,819.25,304.49,-542.2366,101.16,1253.9166,829.11,1371.3466,404.91
贵州,2017,玉米,517.21,927.5715,119.28,851.8,310.81,-496.0615,106.76,1238.3815,861.6,1357.6615,398.93
贵州,2018,玉米,564.01,927.74021,122.69,905.23,309.78,-445.58021,111.64,1237.52021,914.63,1360.21021,405.41
贵州,2024,玉米,585.7,1097.3,110.41,983.46,385.86,-603.09,123.66,1483.16,990.48,1593.57,397.65
贵州省,2019,玉米,587.78,947.31,100.52,934.1,318.25,-424.05,111.96,1265.56,942.03,1366.08,417.16
贵州省,2020,玉米,712.15,1017.71,95.83,1011.49,297.25,-390.45,124.83,1314.96,1020.34,1410.79,405.16
贵州省,2021,玉米,887.21,1039.8,98.05,1237.0,338.78,-236.33,146.04,1378.58,1240.3,1476.63,423.51
贵州省,2022,玉米,756.65,1021.31,107.49,1151.52,385.56,-357.91,157.0,1406.87,1156.45,1514.36,366.73
贵州省,2023,玉米,911.85,1059.52,109.46,1302.85,383.42,-242.97,154.22,1442.94,1309.43,1552.4,422.4
辽宁,2006,玉米,323.52,124.34,116.06,541.12,204.13,121.08,63.47,328.47,565.61,444.53,426.3
辽宁,2007,玉米,421.94,134.11,151.7,646.89,207.83,176.33,75.52,341.94,669.97,493.64,428.3
辽宁,2008,玉米,400.01,144.76,167.85,686.92,263.59,132.48,74.26,408.35,708.68,576.2,462.5
辽宁,2009,玉米,324.21,161.0,184.42,616.09,272.89,19.79,81.65,433.89,638.1,618.31,377.27
辽宁,2010,玉米,463.96,195.4,188.56,759.65,274.6,127.66,98.57,470.0,786.22,658.56,385.32
辽宁,2011,玉米,665.9,244.4,212.3,1013.2,318.52,266.04,108.36,562.92,1041.26,775.22,467.52
辽宁,2012,玉米,764.58,335.29,235.63,1161.66,352.13,267.94,118.01,687.42,1190.99,923.05,492.17
辽宁,2013,玉米,728.81,389.63,247.33,1136.2,366.54,161.13,112.79,756.17,1164.63,1003.5,503.67
辽宁,2014,玉米,670.45,371.6,322.13,1092.23,373.39,53.0,115.45,744.99,1120.12,1067.12,473.04
辽宁,2015,玉米,394.18,348.5,349.31,822.55,372.79,-222.84,100.58,721.29,847.76,1070.6,408.89
辽宁,2016,玉米,264.02,345.6896,323.1,674.03,358.82,-329.0296,73.85,704.5096,698.58,1027.6096,456.34
辽宁,2017,玉米,404.68,316.834,237.12,804.03,356.69,-82.764,84.85,673.524,827.88,910.644,473.82
辽宁,2018,玉米,267.9,324.21243,260.72,675.73,362.59,-248.89243,90.63,686.80243,698.63,947.52243,372.81
辽宁,2024,玉米,575.41,348.8,477.82,1109.7,470.6,-148.83,105.23,819.4,1148.39,1297.22,527.27
辽宁省,2019,玉米,417.12,326.97,275.31,845.01,365.1,-97.72,89.96,692.07,869.66,967.38,469.64
辽宁省,2020,玉米,533.14,338.2,292.23,948.53,367.22,-15.9,122.68,705.42,981.75,997.65,386.58
辽宁省,2021,玉米,866.14,363.96,354.5,1309.01,377.89,249.04,127.66,741.85,1345.39,1096.35,512.68
辽宁省,2022,玉米,736.26,356.01,380.57,1227.05,442.63,90.93,137.57,798.64,1270.14,1179.21,445.97
辽宁省,2023,玉米,806.02,356.67,439.44,1335.59,470.46,112.65,129.23,827.13,1379.22,1266.57,516.73
重庆,2006,玉米,393.9,328.02,22.41,528.76,143.74,58.06,70.35,471.76,552.23,494.17,375.8
重庆,2007,玉米,459.77,341.85,30.36,603.56,152.78,101.2,77.42,494.63,626.19,524.99,389.8
重庆,2008,玉米,515.39,378.97,37.04,682.78,180.18,110.59,81.67,559.15,706.78,596.19,418.0
重庆,2009,玉米,485.97,404.07,67.89,680.67,202.64,33.26,81.42,606.71,707.86,674.6,418.02
重庆,2010,玉米,632.78,498.76,117.31,843.95,213.96,44.17,102.9,712.72,874.2,830.03,410.08
重庆,2011,玉米,704.94,614.08,123.59,925.5,225.46,-6.11,111.48,839.54,957.02,963.13,415.11
重庆,2012,玉米,747.26,843.14,123.18,1013.3,266.96,-184.46,120.84,1110.1,1048.82,1233.28,419.26
重庆,2013,玉米,792.22,935.23,116.07,1029.28,249.58,-232.14,122.48,1184.81,1068.74,1300.88,420.18
重庆,2014,玉米,788.72,955.98,91.78,989.55,247.58,-252.71,122.51,1203.56,1042.63,1295.34,403.85
重庆,2015,玉米,712.54,955.27,101.85,923.74,255.45,-343.64,112.66,1210.72,968.93,1312.57,409.96
重庆,2016,玉米,644.52,946.176,102.32,846.3,246.81,-403.666,101.17,1192.986,891.64,1295.306,418.26
重庆,2017,玉米,637.84,927.8827,108.27,844.16,248.62,-395.5827,100.76,1176.5027,889.19,1284.7727,418.91
重庆,2018,玉米,672.41,885.6384,108.14,887.14,254.61,-314.8584,104.94,1140.2484,933.53,1248.3884,422.68
重庆,2024,玉米,668.95,826.18,121.18,987.11,347.16,-265.11,116.83,1173.34,1029.41,1294.52,422.46
重庆市,2019,玉米,598.25,815.31,108.64,847.56,280.09,-313.55,101.81,1095.4,890.49,1204.04,416.24
重庆市,2020,玉米,758.89,827.27,114.12,1007.92,282.82,-173.95,124.96,1110.09,1050.26,1224.21,403.29
重庆市,2021,玉米,952.07,836.24,114.27,1199.94,286.53,7.05,142.8,1122.77,1244.09,1237.04,420.14
重庆市,2022,玉米,851.19,846.61,115.84,1143.23,326.94,-105.6,146.62,1173.55,1183.79,1289.39,389.86
重庆市,2023,玉米,944.85,841.45,116.01,1247.18,342.09,-7.66,145.76,1183.54,1291.89,1299.55,427.82
陕西,2006,玉米,278.9,192.45,40.78,451.2,177.05,59.78,62.95,369.5,470.06,410.28,358.4
陕西,2007,玉米,411.77,206.29,51.85,570.82,165.69,163.38,74.54,371.98,587.21,423.83,382.9
陕西,2008,玉米,367.33,215.43,58.89,557.51,199.78,99.78,71.66,415.21,573.88,474.1,389.0
陕西,2009,玉米,422.05,236.3,64.55,646.44,233.15,131.5,80.64,469.45,665.5,534.0,400.84
陕西,2010,玉米,569.53,287.7,70.35,840.64,285.65,217.86,97.47,573.35,861.56,643.7,431.22
陕西,2011,玉米,566.98,386.64,74.47,884.89,333.18,114.19,105.88,719.82,908.48,794.29,417.86
陕西,2012,玉米,623.49,537.36,74.86,961.7,357.37,17.25,106.6,894.73,986.84,969.59,451.06
陕西,2013,玉米,636.17,643.47,78.59,980.07,362.7,-79.38,107.2,1006.17,1005.38,1084.76,457.11
陕西,2014,玉米,637.72,682.2,79.67,990.59,371.07,-117.8,114.33,1053.27,1015.14,1132.94,433.23
陕西,2015,玉米,474.6,701.95,80.41,821.62,362.08,-298.61,89.02,1064.03,845.83,1144.44,461.49
陕西,2016,玉米,407.75,726.8788,82.82,757.29,359.01,-387.8888,83.65,1085.8888,780.82,1168.7088,452.66
陕西,2017,玉米,389.87,737.2936,88.62,761.26,374.76,-415.5736,86.55,1112.0536,785.1,1200.6736,439.76
陕西,2018,玉米,479.75,721.36367,93.5,839.43,375.68,-326.43367,91.0,1097.04367,864.11,1190.54367,461.25
陕西,2024,玉米,536.05,831.11,110.73,983.39,458.2,-391.25,104.96,1289.31,1008.79,1400.04,468.45
陕西省,2019,玉米,529.26,727.47,99.71,886.97,378.41,-293.94,93.91,1105.88,911.65,1205.59,472.25
陕西省,2020,玉米,657.52,739.16,100.29,991.96,352.04,-174.79,112.16,1091.2,1016.7,1191.49,442.19
陕西省,2021,玉米,836.93,777.04,102.17,1223.5,398.75,-29.76,128.27,1175.79,1248.2,1277.96,476.92
陕西省,2022,玉米,767.05,785.37,103.71,1215.14,459.52,-108.83,134.54,1244.89,1239.77,1348.6,451.59
陕西省,2023,玉米,881.65,805.58,101.69,1320.21,449.02,-10.8,134.06,1254.6,1345.49,1356.29,492.38
黑龙江,2006,玉米,333.32,76.04,99.69,493.28,147.11,185.8,56.86,223.15,508.64,322.84,433.8
黑龙江,2007,玉米,270.59,82.12,107.31,445.7,155.88,112.68,62.25,238.0,457.99,345.31,358.0
黑龙江,2008,玉米,355.95,89.12,122.17,585.12,206.43,179.4,67.77,295.55,597.12,417.72,431.7
黑龙江,2009,玉米,362.31,104.6,150.9,594.77,202.41,149.02,70.48,307.01,606.93,457.91,421.93
黑龙江,2010,玉米,472.77,119.3,188.19,749.75,228.29,227.09,83.58,347.59,762.87,535.78,448.52
黑龙江,2011,玉米,570.82,153.71,220.81,902.07,266.69,275.57,97.99,420.4,916.78,641.21,460.27
黑龙江,2012,玉米,594.04,190.89,269.78,991.02,318.61,227.36,106.34,509.5,1006.64,779.28,465.95
黑龙江,2013,玉米,578.71,220.44,304.76,1001.35,341.99,150.79,105.45,562.43,1017.98,867.19,474.8
黑龙江,2014,玉米,655.88,226.18,327.48,1073.88,335.1,203.3,106.05,561.28,1092.06,888.76,506.29
黑龙江,2015,玉米,433.02,219.48,344.17,856.79,334.87,-24.12,95.75,554.35,874.4,898.52,447.43
黑龙江,2016,玉米,67.29,227.0974,344.11,510.18,332.04,-378.5574,62.55,559.1374,524.69,903.2474,407.81
黑龙江,2017,玉米,216.52,230.5864,260.47,647.34,336.76,-166.5264,70.24,567.3464,661.29,827.8164,460.78
黑龙江,2018,玉米,296.27,228.29729,289.61,735.56,345.83,-113.22729,79.21,574.12729,750.51,863.73729,464.33
黑龙江,2024,玉米,298.1,218.82,694.06,998.3,428.48,-331.61,94.75,647.3,1009.75,1341.36,526.81
黑龙江省,2019,玉米,343.56,236.61,345.37,752.78,329.4,-143.23,80.87,566.01,768.15,911.38,465.43
黑龙江省,2020,玉米,515.91,275.2,355.73,1024.65,365.69,41.17,110.23,640.89,1037.79,996.62,464.76
黑龙江省,2021,玉米,607.07,238.06,441.63,1144.34,369.56,109.01,119.21,607.62,1158.26,1049.25,479.97
黑龙江省,2022,玉米,650.1,239.93,558.93,1297.91,430.99,82.0,129.18,670.92,1311.85,1229.85,502.38
黑龙江省,2023,玉米,530.02,226.06,675.68,1205.54,439.52,-122.39,115.2,665.58,1218.87,1341.26,523.24
