进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,公司,贸易方式,运输方式,贸易伙伴名称,商品1996编码,货币
进口,2015.0,10039000,其他大麦,660306.0,2435530.0,千克,中粮饲料有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,103234535.0,335393970.0,千克,中粮麦芽(大连)有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,247861.0,918590.0,千克,上海东秀进出口有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,5991408.0,22000000.0,千克,邦吉(上海)管理有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,56160007.0,191608490.0,千克,江苏省农垦麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,564348.0,2198920.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,41878186.0,155110000.0,千克,广东俊杰农产品有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,2128577.0,7966350.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10049000,其他燕麦,13207950.0,41684594.0,千克,东莞市日隆食品有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10079000,其他食用高梁,2815756.0,10243370.0,千克,中国化纤总公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,4201992.0,15750000.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,26149574.0,89951590.0,千克,上海良友(集团)有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,276592.0,1002780.0,千克,南通日照国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,2078291.0,7389710.0,千克,厦门速传物流发展股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,1148580.0,3931780.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,7831897.0,25379310.0,千克,广东新粮实业有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3626265.0,11140990.0,千克,瓮福国际贸易股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10039000,其他大麦,9463303.0,32512700.0,千克,天津中孚国际集团有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,17071168.0,60500000.0,千克,中储发展股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,7152917.0,26588700.0,千克,欧麦(保定)麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,1021582.0,3589740.0,千克,上海国际科学技术有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,16015201.0,60500000.0,千克,山东雅禾农业有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,5403659.0,19561260.0,千克,广东金禾面粉有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,2242330.0,8070840.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10041000,种用燕麦,28779.0,44720.0,千克,北京佰青源畜牧业科技发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10079000,其他食用高梁,1889833.0,6844760.0,千克,建发物流(天津）实业有限责任公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,868721.0,2934690.0,千克,吉林云天化农业发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,2323244.0,8434660.0,千克,建发物流集团有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,37067801.0,124216660.0,千克,厦门建发原材料贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,44100019.0,151723090.0,千克,厦门市明穗粮油贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,2541364.0,8911630.0,千克,唐人神集团股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,701658.0,2474360.0,千克,湖南正虹科技发展股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,07141020,木薯干,493426.0,1884865.0,千克,山东大丰商贸有限公司,一般贸易,其它运输代码修正,印度尼西亚,hs071410,usd
进口,2015.0,10039000,其他大麦,29996856.0,126895010.0,千克,中粮粮油有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,33419560.0,133999954.0,千克,光明米业集团上海国际贸易有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,12452923.0,54570000.0,千克,万向资源有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,13427191.0,45989970.0,千克,盐城海越麦芽有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,15899391.0,65829650.0,千克,浙江省粮食集团有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,16159419.0,65575372.0,千克,中国厦门国际经济技术合作公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,768498.0,2926700.0,千克,中国华粮物流集团北良有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,9448581.0,34985710.0,千克,上海浦耀贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,399304.0,1479810.0,千克,上海益海商贸有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,187142.0,698810.0,千克,宁波宁兴海鑫国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,4748846.0,16864710.0,千克,安徽安粮国际发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,18859993.0,67206930.0,千克,莱芜市鲁中啤酒原料有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,268072.0,1010480.0,千克,湖南正虹科技发展股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,22946825.0,72483700.0,千克,广州麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,246173.0,964850.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10071000,种用食用高梁,241.0,20.0,千克,北京金色谷雨种业科技有限公司,一般贸易,航空运输,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,11818506.0,41772290.0,千克,中国牧工商(集团)总公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,9785337.0,34369020.0,千克,中粮饲料有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,289604.0,1002560.0,千克,天津瀚众国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,6896364.0,23964300.0,千克,上海浦耀贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3253393.0,11876900.0,千克,南通裕丰粮油发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,15246222.0,54150000.0,千克,烟台泰隆物产工贸有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,1165806.0,4221970.0,千克,日照润裕贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,23857850.0,78890090.0,千克,广东俊杰农产品有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,10230980.0,35823550.0,千克,湛江嘉冠禾贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3133562.0,10879450.0,千克,佛山市顺德区广顺饲料有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,846310.0,2977960.0,千克,重庆红蜻蜓油脂有限责任公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10039000,其他大麦,133685.0,499830.0,千克,欧麦(保定)麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,丹麦,hs100300,usd
进口,2015.0,10039000,其他大麦,4492289.0,16122461.0,千克,上海国际科学技术有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,54893062.0,218300025.0,千克,,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,46496143.0,201270179.0,千克,新谷(上海)贸易有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,16939867.0,65600000.0,千克,江苏民康油脂有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,21031826.0,71328324.0,千克,广州麦芽有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,21264644.0,98500000.0,千克,莱芜泰禾生化有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10039000,其他大麦,73643526.0,307359559.0,千克,厦门市明穗粮油贸易有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,1307400.0,5500000.0,千克,深圳市福加德谷物有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10051000,种用玉米,11606.0,814.0,千克,山东金种子农业发展有限公司,一般贸易,航空运输,法国,hs100510,usd
进口,2015.0,10071000,种用食用高梁,2472.0,237.0,千克,北京金色谷雨种业科技有限公司,一般贸易,航空运输,法国,hs100700,usd
进口,2015.0,10071000,种用食用高梁,2472.0,955.0,千克,北京金色谷雨种业科技有限公司,一般贸易,其它运输代码修正,法国,hs100700,usd
进口,2015.0,10059000,玉米，种用除外,946833.0,2895000.0,千克,保山市隆阳区粮食收储有限责任公,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,缅甸,hs100590,usd
进口,2015.0,10051000,种用玉米,428.0,64.0,千克,河南秋乐种业科技股份有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,以色列,hs100510,usd
进口,2015.0,10039000,其他大麦,257578.0,873122.0,千克,欧麦(保定)麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,蒙古,hs100300,usd
进口,2015.0,10039000,其他大麦,5326679.0,17180000.0,千克,宁波麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,丹麦,hs100300,usd
进口,2015.0,07141020,木薯干,65.0,14.0,千克,,除一般贸易及加工贸易外合计（代码修正）,航空运输,泰国,hs071410,usd
进口,2015.0,07141010,鲜木薯,248271.0,3784770.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10059000,玉米，种用除外,137312.0,762874.0,千克,,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,60284.0,401904.0,千克,东宁富海经贸有限公司,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10039000,其他大麦,6692664.0,30000000.0,千克,光明米业集团上海国际贸易有限公司,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10039000,其他大麦,7199755.0,33000000.0,千克,上海良友(集团)有限公司,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10039000,其他大麦,22247.0,88050.0,千克,星康华宇(苏州)国际贸易有限公司,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10039000,其他大麦,7386818.0,33250000.0,千克,肇庆市福加德面粉有限公司,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,14533177.0,53797000.0,千克,北大荒米业集团国际米业(北京)有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,471618.0,1815472.0,千克,浙江省粮油食品进出口股份有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,3757729.0,14521870.0,千克,安徽安粮国际发展有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,43175.0,170651.0,千克,青岛康大长荣进出口有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,23755796.0,98579000.0,千克,,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,3330631.0,15540000.0,千克,广州植之元油脂实业有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,14233.0,62500.0,千克,德宏天瑞商贸有限责任公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,缅甸,hs100590,usd
进口,2015.0,10079000,其他食用高梁,504444.0,2000000.0,千克,,一般贸易,其它运输代码修正,阿根廷,hs100700,usd
进口,2015.0,10051000,种用玉米,5075.0,120.0,千克,上海惠和种业有限公司,一般贸易,其它运输代码修正,智利,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,343575.0,1497460.0,千克,内蒙古玉王生物科技有限公司,加工贸易（代码修正）,其它运输代码修正,保加利亚,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,9471150.0,42094000.0,千克,锦州元成生化科技有限公司,加工贸易（代码修正）,其它运输代码修正,保加利亚,hs100590,usd
进口,2015.0,10039000,其他大麦,203926.0,558575.0,千克,永顺泰（秦皇岛）麦芽有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10039000,其他大麦,12378819.0,51388960.0,千克,山东西王进出口贸易有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10039000,其他大麦,572513.0,2183850.0,千克,湛江嘉冠禾贸易有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,9551.0,800.0,千克,佛山科勒有限公司,一般贸易,其它运输代码修正,加拿大,hs230330,usd
进口,2015.0,10059000,玉米，种用除外,10642622.0,45777700.0,千克,内蒙古玉王生物科技有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,26701877.0,120000000.0,千克,山东柠檬生化有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10079000,其他食用高梁,14137677.0,48723877.0,千克,北京京粮健业国际粮油贸易有限公,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,59188434.0,216303923.0,千克,恒天创业投资有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,260513.0,891222.0,千克,安徽丰原国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,13976604.0,49942603.0,千克,日照市盛业木制品有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,1622065.0,5927375.0,千克,日照金滔国际贸易有限责任公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,46928.0,170461.0,千克,广州广日智能停车设备有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,130185781.0,475310998.0,千克,深圳市福加德谷物有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,47387128.0,164930677.0,千克,中国牧工商(集团)总公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1868020.0,6160188.0,千克,辽宁爱普特贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,31269746.0,100040846.0,千克,光明米业集团上海国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,6271590.0,24470803.0,千克,上海良友(集团)有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,3966587.0,15298363.0,千克,徐州正达双龙进出口贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,4567600.0,18493581.0,千克,浙江农资集团金鸿进出口有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2647731.0,9108511.0,千克,宁波贯华进出口有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,557732.0,2044735.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,6971677.0,23545689.0,千克,青岛嘉裕兴贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,274633.0,1080689.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,580625.0,2085879.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,701763.0,3183252.0,千克,青岛大度谷物有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,746229.0,2948225.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,94666.0,303418.0,千克,深圳元太食品有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,6548187.0,20968602.0,千克,广东新粮实业有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10059000,玉米，种用除外,600045.0,300000.0,千克,大连平和食品有限公司,加工贸易（代码修正）,其它运输代码修正,秘鲁,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,5303616.0,16840000.0,千克,西双版纳精谷边贸有限责任公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,2982368.0,9516400.0,千克,西双版纳益农农业发展有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,10039000,其他大麦,5577115.0,14751843.0,千克,广州麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,3032834.0,12387140.0,千克,,加工贸易（代码修正）,其它运输代码修正,保加利亚,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,33803917.0,157089110.0,千克,呼伦贝尔东北阜丰生物科技有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,12349583.0,47097000.0,千克,厦门建发农产品有限公司,一般贸易,其它运输代码修正,保加利亚,hs100590,usd
进口,2015.0,07141020,木薯干,9402338.0,46895132.0,千克,连云港中外运保税物流有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141010,鲜木薯,260988.0,4000000.0,千克,金平祥源边贸有限责任公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,4684568.0,21083105.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,4646123.0,26671500.0,千克,云南科维生物产业有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,41613.0,238872.0,千克,河口昊龙进出口有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10039000,其他大麦,4198767.0,15149510.0,千克,欧麦(保定)麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10051000,种用玉米,350.0,140.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,美国,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,6753437.0,10382747.0,千克,上海同华储运有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,7250837.0,40037750.0,千克,深圳赤湾港航股份有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10071000,种用食用高梁,417.0,39.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,美国,hs100700,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,784939.0,3099489.0,千克,海富特(福建)生物科技有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10039000,其他大麦,3376261.0,12000000.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,6654900.0,24500000.0,千克,厦门象屿股份有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10049000,其他燕麦,1110.0,42.0,千克,,除一般贸易及加工贸易外合计（代码修正）,航空运输,澳大利亚,hs100400,usd
进口,2015.0,07141020,木薯干,11152.0,55760.0,千克,广州保畅运通物流有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,尼日利亚,hs071410,usd
进口,2015.0,10059000,玉米，种用除外,4059398.0,12731060.0,千克,云南强胜农业技术开发有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,3762485.0,11969000.0,千克,景洪恒信对外贸易有限责任公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,10051000,种用玉米,1538.0,196.0,千克,北京金色农华种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,法国,hs100510,usd
进口,2015.0,07141020,木薯干,44120.0,200000.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10059000,玉米，种用除外,630224.0,3579300.0,千克,黑河宇鑫贸易有限责任公司,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,463122.0,2572900.0,千克,绥芬河市新天地经贸有限公司,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,261974.0,1463910.0,千克,同江东润进出口贸易有限公司,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,79359219.0,374774614.0,千克,中粮粮油有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,13696801.0,57693670.0,千克,中基宁波集团股份有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,07141010,鲜木薯,91519.0,1120000.0,千克,麻栗坡天保淀粉加工有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141010,鲜木薯,875084.0,14336472.0,千克,河口昊龙进出口有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,639256.0,2900000.0,千克,麻栗坡县顺达边贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10051000,种用玉米,3398.0,427.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,奥地利,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,1834648.0,10255026.0,千克,东宁华信经济贸易有限责任公司,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10039000,其他大麦,2682718.0,12500000.0,千克,新谷(上海)贸易有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10051000,种用玉米,1407.0,95.0,千克,河南秋乐种业科技股份有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,阿根廷,hs100510,usd
进口,2015.0,10051000,种用玉米,396.0,40.0,千克,先正达种苗(北京)有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,波多黎各,hs100510,usd
进口,2015.0,10039000,其他大麦,14389778.0,65221590.0,千克,,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10039000,其他大麦,22766105.0,104916905.0,千克,新谷(上海)贸易有限公司,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10039000,其他大麦,20735352.0,96885360.0,千克,厦门建发原材料贸易有限公司,一般贸易,其它运输代码修正,乌克兰,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,23387168.0,111946085.0,千克,厦门象屿股份有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,4476229.0,21000000.0,千克,厦门建发农产品有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,15361667.0,61600000.0,千克,山东中慧国际贸易有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,24538956.0,100259000.0,千克,深圳市福加德谷物有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10039000,其他大麦,14001756.0,44000000.0,千克,中国国投国际贸易有限公司,一般贸易,其它运输代码修正,阿根廷,hs100300,usd
进口,2015.0,10079000,其他食用高梁,63410.0,239020.0,千克,中国国投国际贸易有限公司,一般贸易,其它运输代码修正,阿根廷,hs100700,usd
进口,2015.0,10079000,其他食用高梁,7112.0,26500.0,千克,中粮粮油有限公司,一般贸易,其它运输代码修正,阿根廷,hs100700,usd
进口,2015.0,10079000,其他食用高梁,13743.0,53000.0,千克,肇庆市福加德面粉有限公司,一般贸易,其它运输代码修正,阿根廷,hs100700,usd
进口,2015.0,07141020,木薯干,8840.0,34000.0,千克,营口港盖州物流有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,尼日利亚,hs071410,usd
