study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes,part,t_use,df_use,PCC,SE_PCC,elasticity,elast_type
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.207,0.085,,**,859.0,,SFA,0.0,1.0,长江中下游(湘鄂)+东北(吉林),2020,baseline,550.33,260.03,,表3回归(1),全样本;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取),cn_g2.csv,2.4352941176470586,859.0,0.08280580323404309,0.03400238297050079,0.0978071520723929,converted
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.169,0.074,,**,859.0,,SFA,0.0,1.0,长江中下游(湘鄂)+东北(吉林),2020,robust,550.33,260.03,,表6回归(4),稳健性:细碎化改用地块数+耕地面积;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取),cn_g2.csv,2.283783783783784,859.0,0.07768620686483589,0.034016445609454764,0.07985221594316137,converted
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.251,0.269,,ns,470.0,,SFA,0.0,1.0,长江中下游(湖南湖北),2020,subgroup,,,,"表9((0,20]亩)","按经营规模分组:(0,20]亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,0.933085501858736,470.0,0.04300021544901689,0.04608389623818942,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.267,0.157,,*,54.0,,SFA,0.0,1.0,长江中下游(湖南湖北),2020,subgroup,,,,"表9((20,50]亩)","按经营规模分组:(20,50]亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,1.7006369426751593,54.0,0.2254682399394299,0.1325787028857322,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.12,0.031,,***,46.0,,SFA,0.0,1.0,长江中下游(湖南湖北),2020,subgroup,,,,"表9((50,100]亩)","按经营规模分组:(50,100]亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,3.8709677419354835,46.0,0.4956900548887852,0.12805326417960283,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.137,0.034,,***,39.0,,SFA,0.0,1.0,长江中下游(湖南湖北),2020,subgroup,,,,表9(大于100亩),"按经营规模分组:大于100亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,4.029411764705882,39.0,0.5421630476218092,0.13455141327840522,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.141,0.028,,***,124.0,,SFA,0.0,1.0,东北(吉林),2020,subgroup,,,,"表10((0,50]亩)","按经营规模分组:(0,50]亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,5.035714285714285,124.0,0.4120464988616959,0.08182483665338645,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.133,0.06,,**,55.0,,SFA,0.0,1.0,东北(吉林),2020,subgroup,,,,"表10((50,100]亩)","按经营规模分组:(50,100]亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,2.216666666666667,55.0,0.2863766750893584,0.12919248500271804,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.146,0.008,,***,39.0,,SFA,0.0,1.0,东北(吉林),2020,subgroup,,,,"表10((100,150]亩)","按经营规模分组:(100,150]亩;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,18.25,39.0,0.9461389440215718,0.05184322980940118,,none
26水土资源约束下灌溉和机械投入对水稻生产效率的影响-刘颖,刘颖、刘芳、秦安琪2023,cn,Yield,MCI,rice,水稻亩均产量(SFA生产函数),"机械投入(亩均机械费用,元)",0.14,0.035,,***,32.0,,SFA,0.0,1.0,东北(吉林),2020,subgroup,,,,表10(150亩以上),"按经营规模分组:150亩以上;表中标准误带负号疑为OCR/排版错误,按绝对值录入;SFA生产函数含机械投入×耕地细碎化/人均耕地规模等交互项(交互项未提取)",cn_g2.csv,4.0,32.0,0.5773502691896258,0.14433756729740643,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,MCI,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),机械化耕作方式采纳概率(Mechanization_p),0.026,0.057,,ns,1385.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表4,不显著;含Mechanization_p×Farm size交互项(未提取);两阶段:Probit概率预测值作识别工具,cn_g2.csv,0.45614035087719296,1385.0,0.012255780854103004,0.02686844264168736,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,AMS,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),"农机服务采纳概率(Service_p,任一环节)",-0.044,0.021,,**,1185.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表5列(1),"因变量为技术非效率,负系数=提高效率;模型含服务×规模交互项(未提取);机械化农户子样本;两阶段:Probit概率预测值作识别工具",cn_g2.csv,-2.095238095238095,1185.0,-0.0607534907105671,0.028995984202770664,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,AMS,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),耕整地服务采纳概率(Tillage_p),-0.062,0.024,,***,1185.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表5列(2),"因变量为技术非效率,负系数=提高效率;模型含服务×规模交互项(未提取);机械化农户子样本;两阶段:Probit概率预测值作识别工具",cn_g2.csv,-2.5833333333333335,1185.0,-0.0748344871368292,0.028968188569095173,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,AMS,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),播种服务采纳概率(Sowing_p),-0.093,0.026,,***,1185.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表5列(3),"因变量为技术非效率,负系数=提高效率;模型含服务×规模交互项(未提取);机械化农户子样本;两阶段:Probit概率预测值作识别工具",cn_g2.csv,-3.576923076923077,1185.0,-0.10335190006458078,0.028894079587947315,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,AMS,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),病虫害防治服务采纳概率(Pest_control_p),-0.032,0.041,,ns,1185.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表5列(4),"因变量为技术非效率,负系数=提高效率;模型含服务×规模交互项(未提取);机械化农户子样本;两阶段:Probit概率预测值作识别工具",cn_g2.csv,-0.7804878048780488,1185.0,-0.022667068046540794,0.02904218093463039,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,AMS,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),排水灌溉服务采纳概率(Irrigation_p),-0.105,0.031,,***,1185.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表5列(5),"因变量为技术非效率,负系数=提高效率;模型含服务×规模交互项(未提取);机械化农户子样本;两阶段:Probit概率预测值作识别工具",cn_g2.csv,-3.3870967741935485,1185.0,-0.09792109433325664,0.028910037374580533,,none
27农机服务_技术引入与中国粮食生产技术效率-宦梅丽,宦梅丽、戴瑶2023,cn,Efficiency,AMS,maiz,技术非效率(SF模型均值方程;系数为负表示提高技术效率),收割服务采纳概率(Harvest_p),-0.064,0.022,,***,1185.0,,SFA(2阶段Probit预测值),1.0,1.0,全国13省112县,2018,baseline,,,,表5列(6),"因变量为技术非效率,负系数=提高效率;模型含服务×规模交互项(未提取);机械化农户子样本;两阶段:Probit概率预测值作识别工具",cn_g2.csv,-2.909090909090909,1185.0,-0.08420790214920092,0.028946466363787813,,none
28农业生产性服务提高了粮食产量吗-卢华,卢华、胡浩、陈苏2023,cn,Yield,AMS,rice,ln粮食单产(斤/亩),"是否购买农机服务(播种/整地/收割,dummy)",0.224,0.099,,**,328.0,,WLS,0.0,1.0,江苏(盐城/南通/扬州/泰州),2018,baseline,1225.49,0.49,,表3(加权最小二乘法),C-D生产函数;施肥/施药服务系数属非机械服务未提取,cn_g2.csv,2.2626262626262625,328.0,0.12396891789974748,0.05478983425033483,0.224,semi
28农业生产性服务提高了粮食产量吗-卢华,卢华、胡浩、陈苏2023,cn,Yield,AMS,rice,ln粮食单产(斤/亩),"是否购买农机服务(播种/整地/收割,dummy)",0.227,0.123,,*,328.0,,IV(2SLS),1.0,1.0,江苏(盐城/南通/扬州/泰州),2018,baseline,1225.49,0.49,,表3(工具变量法),IV=本镇乡其他农户生产性服务平均水平;作者首选,cn_g2.csv,1.845528455284553,328.0,0.10137726687511464,0.05493129438607532,0.227,semi
28农业生产性服务提高了粮食产量吗-卢华,卢华、胡浩、陈苏2023,cn,Yield,AMS,rice,ln粮食单产(斤/亩),镇(乡)农机服务水平(代理变量),0.983,0.328,,***,328.0,,WLS(代理变量),1.0,1.0,江苏(盐城/南通/扬州/泰州),2018,robust,1225.49,,,表4列(1),替换关键解释变量为镇乡层面服务水平;具体估计方法表中未明示,cn_g2.csv,2.996951219512195,328.0,0.16325876428481903,0.05447494881528041,0.983,semi
28农业生产性服务提高了粮食产量吗-卢华,卢华、胡浩、陈苏2023,cn,Yield,AMS,rice,ln粮食单产(斤/亩),县农机服务水平(代理变量),0.028,0.013,,**,328.0,,WLS(代理变量),1.0,1.0,江苏(盐城/南通/扬州/泰州),2018,robust,1225.49,,,表4列(2),替换关键解释变量为县层面服务水平;具体估计方法表中未明示,cn_g2.csv,2.153846153846154,328.0,0.1180940620243601,0.054829385939881466,0.028,semi
28农业生产性服务提高了粮食产量吗-卢华,卢华、胡浩、陈苏2023,cn,Yield,AMS,rice,ln粮食单产(斤/亩),"是否购买农机服务(播种/整地/收割,dummy)",0.145,0.178,,ns,80.0,,IV(2SLS),1.0,1.0,江苏(盐城/南通/扬州/泰州),2018,subgroup,,0.65,,表5(规模户),分组:规模户;不显著,cn_g2.csv,0.8146067415730337,80.0,0.09070040834677585,0.1113425702463869,0.145,semi
28农业生产性服务提高了粮食产量吗-卢华,卢华、胡浩、陈苏2023,cn,Yield,AMS,rice,ln粮食单产(斤/亩),"是否购买农机服务(播种/整地/收割,dummy)",0.136,0.192,,ns,248.0,,IV(2SLS),1.0,1.0,江苏(盐城/南通/扬州/泰州),2018,subgroup,,0.45,,表5(小农户),分组:小农户;不显著,cn_g2.csv,0.7083333333333334,248.0,0.04493378118353107,0.06343592637674975,0.136,semi
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.36,0.076,4.67,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 近邻匹配(k=4) ATT,"稳健性:换数据CHFS2015;ATT处理效应,Z值记入t_stat",cn_g3.csv,4.67,2282.0,0.09729570173484382,0.020834197373628224,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.051,6.86,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 近邻匹配(k=4) ATU,"稳健性:换数据CHFS2015;ATU处理效应,Z值记入t_stat",cn_g3.csv,6.86,2282.0,0.14214572883384927,0.020720951725050913,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.06,5.89,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 近邻匹配(k=4) ATE,"稳健性:换数据CHFS2015;ATE处理效应,Z值记入t_stat",cn_g3.csv,5.89,2282.0,0.12237174017791817,0.020776186787422442,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.37,0.058,6.28,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 核匹配 ATT,"稳健性:换数据CHFS2015;ATT处理效应,Z值记入t_stat",cn_g3.csv,6.28,2282.0,0.13034100392010103,0.02075493692995239,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.38,0.074,5.17,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 核匹配 ATU,"稳健性:换数据CHFS2015;ATU处理效应,Z值记入t_stat",cn_g3.csv,5.17,2282.0,0.10759796891973776,0.02081198625139995,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.38,0.063,5.94,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 核匹配 ATE,"稳健性:换数据CHFS2015;ATE处理效应,Z值记入t_stat",cn_g3.csv,5.94,2282.0,0.12339479788488615,0.020773534997455583,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.084,4.16,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 半径匹配 ATT,"稳健性:换数据CHFS2015;ATT处理效应,Z值记入t_stat",cn_g3.csv,4.16,2282.0,0.08675509348352974,0.02085458977969465,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.057,6.12,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 半径匹配 ATU,"稳健性:换数据CHFS2015;ATU处理效应,Z值记入t_stat",cn_g3.csv,6.12,2282.0,0.12707452726647891,0.020763811644849493,,none
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.058,5.99,p=0.000,2282.0,,PSM,1.0,1.0,全国29省(CHFS),2015,robust,,,,表6 半径匹配 ATE,"稳健性:换数据CHFS2015;ATE处理效应,Z值记入t_stat",cn_g3.csv,5.99,2282.0,0.12441746230012486,0.020770861819720342,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机耕程度(取对数,机械化面积/农村万人)",0.009,0.003,,***,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(1),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,2.9999999999999996,747.0,0.10910894511799617,0.036369648372665396,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机耕程度(取对数,机械化面积/农村万人)",0.007,0.003,,**,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(2),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,2.3333333333333335,747.0,0.08506277866514288,0.03645547657077552,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机耕程度(取对数,机械化面积/农村万人)",0.007,0.003,,**,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(3),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,2.3333333333333335,747.0,0.08506277866514288,0.03645547657077552,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机耕程度(取对数,机械化面积/农村万人)",0.012,0.004,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(4),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,3.0,601.0,0.12146644952683741,0.0404888165089458,,none
